"restaurant name","country code",city,long,lat,cuisines,booking,online_delivery,delivery,price,rating
"Thalaiva Cafe",1,"New Delhi",77.3065199,28.659426,"South Indian, Chinese",No,No,No,5.200,0
"The Cake Affairs",1,"New Delhi",77.3170268,28.6622024,"Bakery, Desserts",No,No,No,6.500,0
"Tulsi Ram Chinese Hut",1,"New Delhi",77.3062409,28.6595326,Chinese,No,No,No,2.600,0
"V. K. Pasta",1,"New Delhi",77.3066115,28.6595859,"Italian, Fast Food",No,No,No,7.800,0
"Xpert Bakers",1,"New Delhi",77.3147803,28.6519961,Bakery,No,No,No,3.250,0
"Juniper Bar - Andaz Delhi",1,"New Delhi",77.12181085,28.55480667,"North Indian, European",Yes,No,No,19.500,3
McDonald's,1,"New Delhi",77.2243586,28.5625545,"Fast Food, Burger",No,Yes,No,6.500,3.4
"Pizza Hut Delivery",1,"New Delhi",77.2242626,28.5625495,"Italian, Pizza, Fast Food",No,Yes,No,10.400,3.2
"The Arena",1,"New Delhi",77.2245776,28.5624498,"Continental, Asian, North Indian",Yes,No,No,20.800,3.4
"Restaurant De Seoul",1,"New Delhi",77.2245397,28.562518,"Japanese, Korean",Yes,No,No,32.500,3.6
Taksim,1,"New Delhi",77.2239998,28.5625562,Continental,Yes,No,No,19.500,3.9
"Jom Jom Malay",1,"New Delhi",77.224443,28.563155,"Malaysian, Indonesian",No,No,No,23.400,4.4
Kofuku,1,"New Delhi",77.22493695,28.56257437,"Japanese, Asian",No,Yes,No,19.500,4
"The Sky High",1,"New Delhi",77.2243747,28.5622825,"Continental, North Indian, Mughlai, Italian",No,No,No,18.200,4.1
Haldiram's,1,"New Delhi",77.10154384,28.66894461,"North Indian, South Indian, Chinese, Mithai, Fast Food",No,No,No,6.500,3.1
"Jux Pux - The Dreamer's Cafe",1,"New Delhi",77.238382,28.640954,"Beverages, Fast Food",No,No,No,4.550,3.1
Pizzaon,1,"New Delhi",77.23196391,28.64244153,"Pizza, Fast Food",No,No,No,6.500,3
"FFC Restaurant",1,"New Delhi",77.231881,28.642415,"Fast Food",No,No,No,3.250,0
"34, Chowringhee Lane",1,"New Delhi",77.1729156,28.6933274,"Fast Food",No,Yes,No,4.550,2.8
"Aapni Dhani",1,"New Delhi",77.1731452,28.6927118,"North Indian, Street Food",No,No,No,2.600,2.8
"Bengal Sweet Corner",1,"New Delhi",77.1725562,28.692666,"North Indian, South Indian, Chinese, Fast Food, Mithai",No,No,No,6.500,2.8
"Chicken Vicken",1,"New Delhi",77.1664456,28.6849156,"North Indian, Chinese",No,No,No,7.800,3.4
Cup-a-licious,1,"New Delhi",77.1763302,28.6976846,Bakery,No,No,No,2.600,3.2
Frontier,1,"New Delhi",77.1714778,28.6931895,Bakery,No,No,No,2.600,3
"Metro Fast Food",1,"New Delhi",77.1727344,28.6938333,"Chinese, Fast Food",No,No,No,5.200,2.7
Nagpal's,1,"New Delhi",77.1664456,28.6848261,"Street Food",No,Yes,No,2.600,3.4
"Nile Restro & Bar",1,"New Delhi",77.1721967,28.6942435,"North Indian, Chinese",Yes,No,No,13.000,2.7
"Popular Chicken",1,"New Delhi",77.1730055,28.6874254,"North Indian, Mughlai, Chinese",No,No,No,5.850,3
"Sardar A Pure Meat Shop",1,"New Delhi",77.1729156,28.6873272,"Raw Meats, Fast Food, North Indian",No,No,No,1.950,3.4
"Shankar Fast Food",1,"New Delhi",77.1716576,28.6929381,"Chinese, Fast Food",No,No,No,3.900,3.2
"Singh's Zaika ",1,"New Delhi",77.1767631,28.6812819,"North Indian, Chinese, Mughlai",No,No,No,6.500,3
"The Mirch Masala",1,"New Delhi",77.1731558,28.6931964,"North Indian, Chinese",No,No,No,9.100,3
"The Mirch Masala",1,"New Delhi",77.1736345,28.6873066,"North Indian",No,No,No,8.450,3.2
"Uncle Cake Shop",1,"New Delhi",77.1855851,28.6738532,"Bakery, Desserts, Fast Food",No,No,No,3.900,3.1
"Kays Bar-Be-Que",1,"New Delhi",77.1731852,28.6933532,"North Indian, Mughlai",No,Yes,No,9.100,3.5
"Master Bakers",1,"New Delhi",77.1728257,28.6925128,"Bakery, Desserts, Chinese, Fast Food",No,Yes,No,4.550,3.7
"The Master's Fast Food Centre",1,"New Delhi",77.1734098,28.6930613,"Fast Food, Chinese, Bakery",No,No,No,5.200,3.5
"6 Pack Momos",1,"New Delhi",77.1724219,28.6940223,Chinese,No,No,No,3.900,0
"Al Noor Foods",1,"New Delhi",77.1731402,28.6870353,"North Indian, Mughlai",No,No,No,6.500,0
"Avon Kitchen",1,"New Delhi",77.1736822,28.6872769,"North Indian, Mughlai, Chinese",No,No,No,9.100,0
"Bhasad Cafe",1,"New Delhi",77.1808229,28.6720536,"Fast Food, Chinese",No,No,No,6.500,0
"Bikaner Kesarvala",1,"New Delhi",77.1685277,28.687879,Mithai,No,No,No,1.300,0
"De Bone Chicken",1,"New Delhi",77.1730688,28.6872543,"Raw Meats, Fast Food",No,No,No,5.200,0
"Indian Fresh Meat Shop",1,"New Delhi",77.1728262,28.687261,"Raw Meats, Fast Food",No,No,No,3.900,0
"JD's Food Court",1,"New Delhi",77.1808229,28.6720536,"North Indian, Chinese",No,No,No,7.150,0
Keventers,1,"New Delhi",77.1722866,28.6942521,Beverages,No,No,No,5.200,0
"Malhotra Bakery",1,"New Delhi",77.18563,28.6738127,"Bakery, Chinese",No,No,No,3.900,0
"Matthi Wala",1,"New Delhi",77.18,28.67,"Mithai, Street Food",No,No,No,1.950,0
"Nirula's Ice Cream",1,"New Delhi",77.172323,28.694039,"Ice Cream, Desserts",No,No,No,3.250,0
"Punjabi Chaap Corner",1,"New Delhi",77.1809128,28.6703604,"Fast Food, Chinese",No,Yes,No,5.200,0
"Puran Dhaba",1,"New Delhi",77.1724663,28.6802986,"North Indian",No,No,No,2.600,0
"Rama Desi Ghee Meat Wala",1,"New Delhi",0,0,"North Indian",No,No,No,8.450,0
"VadaPav 'n' Frankie",1,"New Delhi",77.1732301,28.6873126,"Fast Food",No,No,No,1.300,0
"Chhabra Sweets",1,"New Delhi",77.1723764,28.6939921,Mithai,No,No,No,1.300,2.4
Kanwarji's,1,"New Delhi",77.1787198,28.6945328,"Street Food, Chinese, North Indian, Mithai",No,Yes,No,3.900,2.9
"Pizza Hut",1,"New Delhi",77.1780375,28.6929229,"Italian, Pizza, Fast Food",No,Yes,No,13.000,3.4
"Sagar Ratna",1,"New Delhi",77.1779476,28.693362,"South Indian, North Indian, Chinese",No,Yes,No,7.800,2.7
"Smelling Salts",1,"New Delhi",77.1715677,28.6951682,"North Indian, Chinese",Yes,No,No,15.600,3.3
"Wah Ji Wah",1,"New Delhi",77.1795361,28.6960643,"North Indian, Chinese",No,Yes,No,4.550,2.6
Wheelyz,1,"New Delhi",77.1782172,28.693567,"North Indian, Chinese, Fast Food",No,Yes,No,7.150,2.5
"Bell Pepperz",1,"New Delhi",77.1795201,28.6965128,"Chinese, Italian, North Indian",Yes,Yes,No,16.900,3.9
"Bharat Sweets",1,"New Delhi",77.1780375,28.6929229,"Mithai, Street Food",No,No,No,3.250,3.5
Invitation,1,"New Delhi",77.1794454,28.6961234,"North Indian, Chinese",Yes,No,No,16.900,3.6
"Mystique Melange",1,"New Delhi",77.1702198,28.6963822,"North Indian, Mughlai, Chinese, Continental",Yes,No,No,23.400,3.9
"Pandit Ji Paranthe Wale",1,"New Delhi",77.1799506,28.6965655,"North Indian",No,No,No,2.600,3.7
"Raju Chat Palace",1,"New Delhi",77.1855035,28.680204,"Street Food",No,No,No,2.600,3.9
"Seasonings - The Spice Mysteries",1,"New Delhi",77.1793165,28.6950531,"North Indian, Mughlai, Chinese, Italian",Yes,Yes,No,15.600,3.9
"SGF - Spice Grill Flame",1,"New Delhi",77.1794162,28.6961906,"North Indian, Chinese",No,Yes,No,6.500,3.5
"Apni Rasoi",1,"New Delhi",77.177678,28.6923511,"North Indian",No,No,No,3.900,3
"Bablu Kabab Shop",1,"New Delhi",77.1781273,28.6919464,"North Indian, Mughlai",No,No,No,6.500,3.1
"Cake o' Cuisine",1,"New Delhi",77.1778577,28.691831,Bakery,No,No,No,3.900,3.3
"Domino's Pizza",1,"New Delhi",77.1778168,28.6924171,"Pizza, Fast Food",No,No,No,9.100,3.2
"Hunger Flames",1,"New Delhi",77.1835542,28.6872232,"Pizza, Fast Food, Chinese",No,No,No,6.500,3.4
"Puran Chand Ambala Wale Di Hatti",1,"New Delhi",77.1780375,28.6924751,"North Indian, Mughlai",No,No,No,7.800,3.3
"The Cake Gallery",1,"New Delhi",77.1674237,28.6849542,Bakery,No,No,No,6.500,3.3
"Bablu Chic Inn",1,"New Delhi",77.1780492,28.6924851,"Mughlai, North Indian",No,No,No,9.750,3.6
"Masala Basket",1,"New Delhi",77.1778832,28.6921495,"North Indian, South Indian, Street Food",No,Yes,No,5.200,3.6
"Udta Punjab",1,"New Delhi",77.1780375,28.6924751,"North Indian, Mughlai",No,No,No,7.800,3.5
"Munch Nation",1,"New Delhi",77.17785772,28.69218909,"Fast Food, Italian, Chinese",No,Yes,No,4.550,4
"Bengali Pastry Shop & Snack Bar",1,"New Delhi",77.2319679,28.6295216,"North Indian, South Indian, Chinese",No,No,No,7.150,3.2
"Bhimsain's Bengali Sweet House",1,"New Delhi",77.231938,28.6297833,"North Indian, South Indian, Chinese, Street Food, Mithai",No,Yes,No,5.200,3.4
"Cafe Coffee Day",1,"New Delhi",77.22546157,28.62981784,Cafe,No,No,No,5.850,2.9
"Colonel's Kababz",1,"New Delhi",77.2322198,28.6291908,"North Indian, Fast Food",No,Yes,No,7.800,3.4
Faasos,1,"New Delhi",77.22947,28.637044,"North Indian, Fast Food",No,Yes,No,7.800,2.8
"Karachi Bakery",1,"New Delhi",77.2321395,28.6296552,"Bakery, Mithai",No,No,No,2.600,3
"Nathu's Sweets",1,"New Delhi",77.2321162,28.6297135,"North Indian, South Indian, Street Food, Mithai",No,Yes,No,7.800,3.3
"Sachdeva Confectioners",1,"New Delhi",77.23034,28.636706,"North Indian, Chinese",No,Yes,No,7.150,3.1
"Bengali Sweet House",1,"New Delhi",77.2319464,28.6296407,"North Indian, Street Food, Chinese, South Indian, Mithai",No,No,No,5.200,3.6
"Bijoli Grill",1,"New Delhi",77.22564027,28.62586289,"Bengali, North Indian, Chinese",Yes,No,No,10.400,3.7
"Nathu's Pastry Shop",1,"New Delhi",77.2320661,28.6291468,"Bakery, Desserts, Fast Food",No,No,No,3.900,3.8
"Balaji Dhaba",1,"New Delhi",77.2297102,28.6302526,"North Indian",No,No,No,2.600,0
"Bhagat Ji",1,"New Delhi",77.22556986,28.62948089,"Fast Food",No,No,No,1.300,0
"Hangout Kathi Rolls",1,"New Delhi",77.229817,28.6305852,"Fast Food",No,No,No,2.600,0
"Makers & Bakers",1,"New Delhi",77.2243937,28.6337562,"Bakery, Desserts",No,No,No,4.550,0
"Habibi Express",1,"New Delhi",77.232182,28.6291992,"Lebanese, Arabian, Moroccan",No,Yes,No,9.750,2.3
"Cafe Coffee Day",1,"New Delhi",77.16410805,28.55860308,Cafe,No,No,No,5.850,3.2
"China Town",1,"New Delhi",77.16399444,28.55882222,"Chinese, Fast Food",No,No,No,5.200,2.9
"Domino's Pizza",1,"New Delhi",77.16454592,28.55759742,"Pizza, Fast Food",No,No,No,9.100,3.3
"High Street Kitchen & Bar",1,"New Delhi",77.16416739,28.55803178,"North Indian",Yes,No,No,15.600,2.9
"Pizza Hut",1,"New Delhi",77.16408022,28.55750937,"Italian, Pizza, Fast Food",No,Yes,No,13.000,3.1
"Sugar & Spice - Le Marche",1,"New Delhi",77.16383245,28.55735771,"Bakery, Fast Food",No,No,No,10.400,3
"The Kathis",1,"New Delhi",77.16335401,28.55749052,"Fast Food, North Indian",No,Yes,No,3.900,2.8
"The Kylin Experience",1,"New Delhi",77.16345278,28.55915278,"Japanese, Chinese, Malaysian, Thai, Vietnamese",No,Yes,No,22.100,3.3
"Arabian Nites",1,"New Delhi",77.16421165,28.55731442,Lebanese,No,Yes,No,5.850,3.5
"Asia Kitchen",1,"New Delhi",77.16395449,28.55894144,"Chinese, Thai, North Indian",Yes,Yes,No,16.900,3.7
"Dunkin' Donuts",1,"New Delhi",77.16427334,28.55739275,"Burger, Desserts, Fast Food",No,Yes,No,7.800,3.7
"Krips Restaurant",1,"New Delhi",77.16388777,28.55720016,"North Indian, Chinese",Yes,Yes,No,13.000,3.5
McDonald's,1,"New Delhi",77.16365643,28.5574864,"Fast Food, Burger",No,Yes,No,6.500,3.5
"Yo! China",1,"New Delhi",77.16364905,28.55722872,Chinese,Yes,Yes,No,16.900,3.5
RPM,1,"New Delhi",77.16416772,28.55756561,"Finger Food",Yes,No,No,23.400,2.4
"By The Way - Bellagio",1,"New Delhi",77.1799244,28.6963277,"Italian, Continental",Yes,Yes,No,13.000,2.9
"Red - Bellagio",1,"New Delhi",77.1800463,28.6962508,Chinese,Yes,Yes,No,19.500,3.4
"Soul Curry - Bellagio",1,"New Delhi",77.1799244,28.6963277,"North Indian, Mughlai",Yes,Yes,No,14.300,3.6
"Alpha 63",1,"New Delhi",77.1271685,28.5488265,"North Indian, Chinese, Continental",Yes,No,No,19.500,2.7
Bite-N-Sip,1,"New Delhi",77.1884602,28.5677783,"North Indian, Street Food",No,Yes,No,3.900,2.6
"Lotus Garden",1,"New Delhi",77.1870054,28.5692067,"Chinese, Japanese, Thai",Yes,No,No,26.000,3.2
"Meethas Sweets",1,"New Delhi",77.1882805,28.5682092,"Mithai, North Indian",No,No,No,2.600,2.8
Nirula's,1,"New Delhi",77.18884371,28.56747782,"Fast Food, North Indian, Desserts, Ice Cream",No,Yes,No,14.300,2.5
"Punjabi Tadka",1,"New Delhi",77.1883704,28.5680386,"North Indian",No,No,No,3.250,2.8
"Snack Bar",1,"New Delhi",77.1872056,28.5682072,"North Indian, Mughlai",No,No,No,3.250,3
"South Indian Food",1,"New Delhi",77.1884696,28.567558,"South Indian",No,No,No,1.950,3.1
"Domino's Pizza",1,"New Delhi",77.18894932,28.56902165,"Pizza, Fast Food",No,No,No,9.100,2.4
Southy,1,"New Delhi",77.18844105,28.56823664,"South Indian",No,Yes,No,5.200,2.4
"Coffee Shop - Centaur Hotel",1,"New Delhi",77.115196,28.543091,Cafe,No,No,No,19.500,0
"Al Kuresh",1,"New Delhi",77.1918744,28.5841464,"Chinese, North Indian",No,Yes,No,11.050,3.3
"Angan Bakery & Cafe",1,"New Delhi",77.191515,28.5850979,"Bakery, Italian, Fast Food, Chinese, Continental",No,No,No,7.800,2.9
"Bamboo Chopstix",1,"New Delhi",77.1916048,28.5842999,"Chinese, North Indian",No,No,No,9.100,2.7
Bawarchis,1,"New Delhi",77.1915599,28.5842508,"Chinese, North Indian",No,No,No,9.100,2.9
Bikanervala,1,"New Delhi",77.1912454,28.5851618,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",No,No,No,5.850,3.4
"Cafe Coffee Day",1,"New Delhi",77.1909759,28.5834333,Cafe,No,No,No,5.850,3
"Chanakya Bar-Be-Que",1,"New Delhi",77.1914283,28.5843608,"Chinese, North Indian",Yes,No,No,10.400,3.2
"Chattisgarh Bhawan",1,"New Delhi",77.1863937,28.6043227,"North Indian, South Indian",No,No,No,5.850,2.7
Chimney,1,"New Delhi",77.1916048,28.5843895,Chinese,Yes,No,No,10.400,2.9
"China Town Sizzlers",1,"New Delhi",77.1915599,28.5842508,Chinese,No,No,No,10.400,3.4
"Chinese Bite",1,"New Delhi",77.1917436,28.5842927,"Chinese, North Indian, Seafood",No,No,No,9.100,2.8
"Chinese Garden",1,"New Delhi",77.191558,28.5843202,Chinese,Yes,No,No,11.700,3.2
"Costa Coffee",1,"New Delhi",77.1683666,28.5952992,Cafe,No,No,No,7.800,3
"Food Point",1,"New Delhi",77.1867082,28.6024263,"Fast Food",No,No,No,2.600,2.8
Ikko,1,"New Delhi",77.1860137,28.6021467,"North Indian, Mughlai",Yes,No,No,21.450,2.9
"Jammu And Kashmir House",1,"New Delhi",77.1969056,28.5998612,"Kashmiri, North Indian",No,No,No,6.500,2.9
Laguna,1,"New Delhi",77.1916947,28.5843085,"Chinese, North Indian",No,No,No,11.700,3.4
"Momo Point",1,"New Delhi",77.1917845,28.5841379,"Chinese, North Indian",No,No,No,9.100,3.2
"New Zaika",1,"New Delhi",77.1917845,28.5841379,"Chinese, North Indian",No,No,No,9.100,3.1
"Organic Express",1,"New Delhi",77.1933486,28.5867665,"Cafe, Healthy Food, North Indian",No,No,No,9.100,3
"Tamil Nadu House Canteen",1,"New Delhi",77.1908861,28.5830663,"South Indian, Chettinad, North Indian, Chinese",No,No,No,7.800,3.4
"The Chocolate Avenue",1,"New Delhi",77.1863937,28.5795901,Bakery,No,No,No,3.900,3.4
"Chimney Sizzlers",1,"New Delhi",77.1916048,28.5842999,Chinese,Yes,Yes,No,10.400,3.7
"Gujarat Bhawan Restaurant",1,"New Delhi",77.1971751,28.5985428,"Gujarati, South Indian, North Indian",No,No,No,5.200,3.7
"It涯퍀 Sinful",1,"New Delhi",77.1735895,28.5974082,"Bakery, Desserts",No,No,No,5.850,3.5
Jakoi,1,"New Delhi",77.1876516,28.6055182,"Assamese, Chinese",No,No,No,7.800,3.5
"Arunachal Bhawan",1,"New Delhi",77.1980469,28.5986962,"North Eastern",No,No,No,4.550,0
"Hotel New Tamil Nadu",1,"New Delhi",77.1908861,28.5830663,"South Indian, North Indian, Chinese",No,No,No,3.900,0
"Milan Food",1,"New Delhi",77.1917845,28.5841379,"Chinese, North Indian",No,No,No,8.450,0
"Playboy Club",1,"New Delhi",77.1974446,28.5957906,"Finger Food",No,No,No,39.000,0
"Moti Mahal Delux",1,"New Delhi",77.1871125,28.6016137,"North Indian, Mughlai",Yes,No,No,20.800,2.4
"The Treat",1,"New Delhi",77.178936,28.5928569,"North Indian, Mughlai, Chinese",No,No,No,6.500,2.1
"Break Fast Point",1,"New Delhi",77.2820446,28.6555014,"North Indian",No,No,No,2.600,3.3
"Breakfast Corner",1,"New Delhi",77.2822063,28.655449,"North Indian",No,No,No,1.950,3.1
"Domino's Pizza",1,"New Delhi",77.2777758,28.6519888,"Pizza, Fast Food",No,No,No,9.100,3
Frontier,1,"New Delhi",77.2816637,28.656024,Bakery,No,No,No,2.600,3.2
"Prince Cafe",1,"New Delhi",77.2821725,28.6548389,"South Indian, Chinese, Fast Food",No,No,No,3.900,2.9
"Spicy Eleven",1,"New Delhi",77.2779746,28.6536873,"North Indian, South Indian, Chinese",No,No,No,6.500,3.1
"Vaishno Punjabi Dhaba",1,"New Delhi",77.2822247,28.6512423,"North Indian",No,No,No,5.200,3
"Adarsh Bhojnalaya",1,"New Delhi",77.224214,28.6564057,"North Indian",No,No,No,3.900,3.4
"Al Haj Bakery",1,"New Delhi",77.2278068,28.6545089,Bakery,No,No,No,1.950,3
"Anmol Chicken",1,"New Delhi",77.2094826,28.663599,Mughlai,No,No,No,3.900,3.1
"Babu Ram Paranthe Wale",1,"New Delhi",77.2304115,28.6560115,"North Indian",No,No,No,1.950,3.2
"Bhaijaan Kababs",1,"New Delhi",77.2335101,28.6494534,Mughlai,No,No,No,1.300,3.2
Bhikharam's,1,"New Delhi",77.22398333,28.65688889,"Mithai, Fast Food",No,No,No,3.900,3
Bikanervala,1,"New Delhi",77.2244176,28.6566711,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",No,No,No,7.150,2.8
"Brijwasi Bhoj",1,"New Delhi",77.2243841,28.6568732,"North Indian",No,No,No,2.600,3.1
"Brijwasi Restaurant",1,"New Delhi",77.2243823,28.656851,"North Indian, Fast Food, Chinese, South Indian",No,No,No,5.200,3.2
Comesum,1,"New Delhi",77.2280206,28.6606804,"North Indian, Street Food, Chinese, South Indian",No,No,No,4.550,2.5
"Inderpuri Restaurant",1,"New Delhi",77.2231981,28.6578654,"North Indian",No,No,No,3.250,3
"Kamdhenu Family Corner",1,"New Delhi",77.2271781,28.6563302,"North Indian, South Indian",No,No,No,3.900,2.8
"Khalsa Hindu Hotel",1,"New Delhi",77.2234955,28.658756,"North Indian",No,No,No,5.850,2.9
"Mahalaxmi Mishthan Bhandar",1,"New Delhi",77.2234057,28.6581203,"Mithai, Street Food",No,No,No,1.300,3.3
McDonald's,1,"New Delhi",77.23421395,28.65606667,"Fast Food, Burger",No,No,No,6.500,3
McDonald's,1,"New Delhi",77.22333167,28.65664,"Fast Food, Burger",No,No,No,6.500,3
"Natraj Cafe",1,"New Delhi",77.2305013,28.6561992,"North Indian, Fast Food, South Indian",No,No,No,3.900,3.4
"Padam Chaat Corner",1,"New Delhi",77.23,28.66,"Street Food",No,No,No,1.300,3
"Pandit Ved Prakash Lemon Wale",1,"New Delhi",77.2268188,28.6565647,"Beverages, Street Food",No,No,No,0.650,3.2
"Pt. Babu Ram Devi Dayal Paranthe Wale",1,"New Delhi",77.2307138,28.6560495,"North Indian",No,No,No,1.950,3
"Rabri Bhandar",1,"New Delhi",77.2305013,28.6561097,Mithai,No,No,No,1.950,3.2
"Ram Parshad Makhan Lal",1,"New Delhi",77.2155012,28.6625615,Mithai,No,No,No,1.300,3.4
Rambhoj,1,"New Delhi",77.2324772,28.6562981,"North Indian, South Indian",No,No,No,1.950,2.9
"Rehmatullah's Hotel",1,"New Delhi",77.233555,28.6491441,Mughlai,No,No,No,1.300,3
"Sharma Bhojnalay",1,"New Delhi",77.2306151,28.6559026,"North Indian",No,No,No,1.300,3
"Shree Balaji Chaat Bhandar",1,"New Delhi",77.2320281,28.656524,"Street Food",No,No,No,1.300,3.2
"Shri Duli Chand Naresh Gupta",1,"New Delhi",77.2269535,28.6476635,Desserts,No,No,No,1.300,3.4
"Shri Hari Sharnam",1,"New Delhi",77.222732,28.6577424,"North Indian, South Indian",No,No,No,5.200,3.1
"Sindhi Chicken",1,"New Delhi",77.2316689,28.6573856,"North Indian",No,No,No,5.200,2.9
"Soni Bhojnalaya",1,"New Delhi",77.223481,28.657748,"North Indian",No,No,No,3.900,3
"Super Restaurant",1,"New Delhi",77.2320281,28.6567032,"North Indian",No,No,No,3.250,2.9
"Tiwari Ji Confectioner",1,"New Delhi",77.2306809,28.6561268,"Street Food",No,No,No,1.300,3.1
"Wah Ji Wah",1,"New Delhi",77.2328586,28.6562478,"North Indian, Chinese",No,No,No,5.850,2.8
"Zaika Mughlai Foods",1,"New Delhi",77.2233607,28.6566379,"Mughlai, Biryani",No,No,No,7.150,3.3
"Al Yousuf",1,"New Delhi",77.2254715,28.6551819,Mughlai,No,No,No,2.600,3.7
"Amritsari Lassi Wala",1,"New Delhi",77.2234007,28.6567084,Beverages,No,No,No,1.300,3.8
"Annapurna Bhandar",1,"New Delhi",77.2323664,28.6563295,Mithai,No,No,No,1.300,3.8
"Bishan Swaroop Chaat Bhandar",1,"New Delhi",77.2309504,28.6561525,"Street Food",No,No,No,1.950,3.7
"Gole Hatti",1,"New Delhi",77.2230342,28.6572505,"North Indian",No,No,No,1.950,3.8
Haldiram's,1,"New Delhi",77.2316689,28.6563106,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",No,No,No,7.800,3.9
Kanwarji's,1,"New Delhi",77.2307707,28.6562249,"Street Food, Chinese, North Indian, Mithai",No,No,No,3.900,3.9
"Kedarnath Prem Chand Halwai",1,"New Delhi",77.229983,28.6556971,"Mithai, Street Food",No,No,No,1.300,3.7
Keventers,1,"New Delhi",77.2314893,28.6562039,Beverages,No,No,No,5.200,3.7
"Khan Omelette Corner",1,"New Delhi",77.2215109,28.6551982,"Fast Food",No,No,No,1.950,3.6
"Natraj Dahi Bhalle Wala",1,"New Delhi",77.2305013,28.6561992,"Street Food",No,No,No,1.300,3.9
"Old Famous Jalebi Wala",1,"New Delhi",77.233555,28.6561321,"Mithai, Street Food",No,No,No,1.300,3.9
"Pt. Gaya Prasad Shiv Charan Paranthe Wale",1,"New Delhi",77.2304115,28.6561011,"North Indian",No,No,No,1.950,3.6
"Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale",1,"New Delhi",77.2304674,28.6560207,"North Indian",No,No,No,1.950,3.6
"Shiv Misthan Bhandar",1,"New Delhi",77.2243039,28.6568622,"Mithai, Street Food",No,No,No,1.300,3.8
"Special Jalebi Wala",1,"New Delhi",77.2320562,28.6566115,Mithai,No,No,No,1.300,3.5
"Tewari Bros Confectioners",1,"New Delhi",77.2266392,28.6566371,"Street Food, North Indian, South Indian, Mithai",No,No,No,2.600,3.5
"Annapurna Chaat & Sweets",1,"New Delhi",77.2315132,28.6562432,"Street Food",No,No,No,1.300,0
"Delhi-6 The Chicken Planet",1,"New Delhi",0,0,"Biryani, Mughlai",No,No,No,3.900,0
"Dessi Food",1,"New Delhi",77.2319961,28.6574304,"Street Food",No,No,No,1.300,0
"Foody Dragon",1,"New Delhi",77.2319612,28.6572972,Chinese,No,No,No,3.900,0
"Grover Eating Point",1,"New Delhi",77.2352925,28.6570185,"North Indian",No,No,No,2.600,0
"Hotel 121 Shakahari",1,"New Delhi",77.2234506,28.657811,"North Indian",No,No,No,3.900,0
"Lala Chaap Corner",1,"New Delhi",77.233113,28.6526767,"Fast Food",No,No,No,2.600,0
"Meghraj & Sons",1,"New Delhi",77.2233158,28.6565888,"Street Food, Mithai",No,No,No,2.600,0
"Old Kheer Shop",1,"New Delhi",77.225538,28.65045,Desserts,No,No,No,1.300,0
"Punjabi Chicken",1,"New Delhi",77.2316689,28.6573856,"North Indian",No,No,No,5.200,0
"Ratan Singh",1,"New Delhi",77.2338244,28.6531118,Mithai,No,No,No,0.650,0
"Shri Bhujia Bhandar",1,"New Delhi",0,0,"Street Food, Mithai",No,No,No,1.300,0
"Chaina Ram Sindhi Confectioners",1,"New Delhi",77.2235803,28.6566622,"Mithai, Street Food",No,No,No,2.600,4.2
"Giani's di Hatti",1,"New Delhi",77.2233575,28.6579744,"Ice Cream, Mithai, North Indian, Street Food",No,No,No,1.950,4.3
"Jung Bahadur Kachori Wala",1,"New Delhi",77.2298726,28.6556914,"Street Food",No,Yes,No,0.650,4.1
"Lakhori - Haveli Dharampura",1,"New Delhi",77.2322078,28.653316,"Mughlai, Street Food",No,No,No,39.000,4.4
"Milk n More",1,"New Delhi",77.2310851,28.650566,"Desserts, Street Food",No,No,No,1.300,3.1
"Kuremal Mohan Lal Kulfi Wale",1,"New Delhi",77.2270433,28.6477617,"Ice Cream",No,No,No,2.600,4.5
"Hira Chaat Corner",1,"New Delhi",77.2293337,28.6501751,"Street Food",No,No,No,1.300,3.6
"Kuremal Mahavir Prasad Kulfi Wale",1,"New Delhi",77.2268188,28.6476059,"Ice Cream",No,No,No,3.900,3.9
"Shakahari Restaurant",1,"New Delhi",77.2270883,28.649513,"North Indian",No,No,No,3.900,3.6
"Shri Gujrat Namkeen Bhandar",1,"New Delhi",77.2293345,28.6501776,"Street Food, Mithai",No,No,No,1.300,3.6
"Standard Sweets",1,"New Delhi",77.2273577,28.6494491,"Mithai, North Indian",No,No,No,2.600,3.6
Sudarshan,1,"New Delhi",77.2302935,28.6504067,"Street Food, Beverages",No,No,No,1.950,3.7
"Ustad Moinuddin Kebab",1,"New Delhi",77.2261003,28.6498667,"Fast Food",No,No,No,1.300,3.7
"Ashok Chaat Corner",1,"New Delhi",77.2268745,28.6493909,"Street Food",No,No,No,1.300,4.1
"Jain Coffee House",1,"New Delhi",77.2295582,28.65051,"Fast Food, Beverages",No,No,No,1.950,4.1
"Shyam Sweets",1,"New Delhi",77.2303113,28.6504756,"Mithai, Street Food",No,No,No,1.950,4.1
"Spicy Food Court",1,"New Delhi",77.16154855,28.49562447,"North Indian, Mughlai, Chinese",No,Yes,No,6.500,2.7
"Aristocrat Sweet Shop",1,"New Delhi",77.24861238,28.5400835,"Mithai, Bakery",No,No,No,3.900,3.1
