"restaurant name","country code",city,long,lat,cuisines,booking,online_delivery,delivery,price,rating
"Baba Nagpal Corner",1,"New Delhi",77.24065,28.5637888,"North Indian, Street Food",No,No,No,1.950,4.1
"Burger Street",1,"New Delhi",77.158043,28.6920346,"Fast Food",No,No,No,3.900,3.4
"Dilli Zaika",1,"New Delhi",77.1598506,28.6897195,"Fast Food, South Indian, Chinese",No,No,No,3.900,3.2
"Mughal Chic Inn",1,"New Delhi",77.1580879,28.6862629,"Mughlai, North Indian",No,No,No,7.800,3.3
"Nutrition Theka",1,"New Delhi",77.1597056,28.6889256,Cafe,No,No,No,6.500,3.3
"Punjabi Chaap Corner",1,"New Delhi",77.1613602,28.689127,"North Indian, Fast Food",No,No,No,7.150,3.1
"Samosa Street",1,"New Delhi",77.1576386,28.6916824,"Fast Food, Street Food",No,No,No,2.600,3.3
"Shanu's Chicken Planet",1,"New Delhi",77.16032244,28.69054589,"North Indian, Mughlai, Chinese, Italian",No,No,No,5.850,3.2
"Shanu's Food Shop",1,"New Delhi",77.1602156,28.6906395,"North Indian, Chinese, Fast Food",No,Yes,No,5.850,2.8
Bigbee,1,"New Delhi",77.158043,28.6916764,Bakery,No,No,No,1.300,0
"Delhi 6 Cafe",1,"New Delhi",77.1577799,28.690152,"Chinese, South Indian",No,No,No,3.900,0
"Lala Ji Sweets",1,"New Delhi",0,0,"Mithai, Street Food",No,No,No,3.900,0
"MK's Chinese Food",1,"New Delhi",77.1555845,28.6834348,"Chinese, Fast Food",No,No,No,3.250,0
"Nirvana The Divine Kitchen",1,"New Delhi",77.1595266,28.6889287,"North Indian, Chinese",No,No,No,9.100,0
Preechen,1,"New Delhi",77.1576386,28.6918615,"North Indian, Fast Food",No,No,No,5.200,0
"Rahul Eggs",1,"New Delhi",77.1627161,28.68711,"Fast Food, South Indian",No,No,No,5.200,4.2
"7 Stick",1,"New Delhi",77.2791263,28.631572,"Pizza, Fast Food",No,No,No,3.250,2.8
"Aashirwad Restaurant",1,"New Delhi",77.2846422,28.6367385,"North Indian, Chinese",No,Yes,No,5.200,2.6
"Amar Bakery",1,"New Delhi",77.2828507,28.6340688,"Fast Food, Mithai, Bakery",No,No,No,3.250,3.3
"Apni Rasoi",1,"New Delhi",77.2776898,28.6307187,"North Indian",No,No,No,5.200,3.1
"Baked Buns",1,"New Delhi",77.2731602,28.6301736,"Fast Food",No,Yes,No,6.500,3.1
Banspi,1,"New Delhi",77.2787671,28.634047,Chinese,No,No,No,4.550,2.9
Benchmark,1,"New Delhi",77.2761595,28.6305918,"Chinese, Continental, Mexican",No,No,No,6.500,2.8
"Bobby Tikki Wala",1,"New Delhi",77.2784272,28.631536,"Street Food",No,No,No,3.250,3
"Cafe Coffee Day",1,"New Delhi",77.2855554,28.6363729,Cafe,No,No,No,5.850,2.7
"Cafe Coffee Day",1,"New Delhi",77.2866228,28.6366215,Cafe,No,No,No,5.850,2.8
Canteeno,1,"New Delhi",77.278285,28.6315528,"North Indian, Chinese",No,No,No,2.600,3
"Chai Mantra",1,"New Delhi",77.2813009,28.6342002,"Fast Food, Beverages",No,No,No,2.600,3.2
"Chandni Chowk ke Mashhoor Makkhan Wale Paranthe",1,"New Delhi",77.2791263,28.6333642,"North Indian",No,No,No,2.600,2.8
"Chandni Chowk Parantha Corner",1,"New Delhi",77.2773248,28.6312335,"North Indian",No,No,No,1.300,3.1
"Chauhan Laxmi Sweets",1,"New Delhi",77.2754966,28.6306728,Mithai,No,No,No,1.950,3
"Chawla's The Cake Room",1,"New Delhi",77.2794854,28.6398502,"Bakery, Fast Food, Beverages",No,Yes,No,3.250,3.4
"China Town",1,"New Delhi",77.2791124,28.6376483,Chinese,No,No,No,3.250,2.9
"Domino's Pizza",1,"New Delhi",77.2787671,28.6318963,"Pizza, Fast Food",No,No,No,9.100,2.6
Faasos,1,"New Delhi",77.2817105,28.6341612,"North Indian, Fast Food",No,Yes,No,7.800,2.6
"Fast Trax",1,"New Delhi",77.2842251,28.6386148,"Fast Food",No,Yes,No,3.250,3.2
"Finger Licious",1,"New Delhi",77.2850649,28.6356053,"Bakery, Fast Food",No,Yes,No,2.600,3.4
"Gulshan Pastry Shop",1,"New Delhi",77.2853555,28.6358385,Bakery,No,No,No,2.600,3
Handa's,1,"New Delhi",77.2830396,28.6405769,"North Indian, Chinese",No,Yes,No,6.500,2.6
"Homely Delight",1,"New Delhi",77.2827592,28.6391685,"Mughlai, Biryani",No,No,No,5.200,3.1
"Jahangeer Foods",1,"New Delhi",77.2846595,28.637565,"North Indian, Mughlai",No,Yes,No,6.500,2.7
Kaleva,1,"New Delhi",77.2889229,28.6378972,"North Indian, Mithai",No,No,No,5.200,3.3
"Laxmi Vaishno Dhaba",1,"New Delhi",77.2832549,28.6346399,"North Indian",No,No,No,3.900,3
"Little Pleasure Restaurant & Cafe",1,"New Delhi",77.2776898,28.6307187,"North Indian, Chinese",No,No,No,7.800,2.9
"Mauryan Multi Cuisine Restaurant",1,"New Delhi",77.2825534,28.6413024,"North Indian, Chinese",No,Yes,No,11.700,3.4
"Mehta Food Junction",1,"New Delhi",77.2846148,28.635231,"North Indian, South Indian",No,Yes,No,3.900,3
"Om Bikaner Wale",1,"New Delhi",77.2841775,28.6352991,"Mithai, Street Food",No,No,No,2.600,2.8
"Ovenstory Pizza",1,"New Delhi",77.281315,28.632793,"Pizza, Fast Food",No,Yes,No,6.500,2.9
Prasadam,1,"New Delhi",77.2807048,28.6328809,"South Indian, Fast Food",No,No,No,5.200,2.8
"Priyanshi Fast Food",1,"New Delhi",77.2798618,28.6321211,"South Indian",No,No,No,3.900,3.3
"Punjabi Tadka",1,"New Delhi",77.2791913,28.639466,"North Indian",No,No,No,4.550,3.1
Pyaali,1,"New Delhi",77.28276461,28.63415519,"Fast Food, Tea",No,Yes,No,2.600,2.8
"Ruby Dhaba",1,"New Delhi",77.2794854,28.645585,"North Indian",No,No,No,6.500,2.7
"Shree Manakamna Fast Food",1,"New Delhi",77.2732552,28.6300597,Chinese,No,No,No,3.900,3.4
"The Chinese Hut",1,"New Delhi",77.2759194,28.6351409,"Chinese, Fast Food",No,No,No,4.550,3
"The Chinese Hut",1,"New Delhi",77.2791371,28.6393449,"Chinese, Fast Food",No,Yes,No,3.900,3.2
"The Chinese Kitchen",1,"New Delhi",0,0,Chinese,No,No,No,4.550,3.1
"Twenty Four Seven",1,"New Delhi",77.2882664,28.6370646,"Fast Food",No,No,No,3.250,3.1
"Vegie Kitchen",1,"New Delhi",77.2798445,28.6391674,"Chinese, North Indian",No,No,No,3.250,3.1
"Behrouz Biryani",1,"New Delhi",77.2813556,28.6342182,Biryani,No,Yes,No,7.800,3.5
"Burger King",1,"New Delhi",77.2838434,28.634669,"Burger, Fast Food",No,Yes,No,6.500,3.5
"Mohit di Hatti",1,"New Delhi",77.2787671,28.6390651,"Street Food",No,No,No,2.600,3.8
"Play Pizza",1,"New Delhi",77.2859338,28.6368181,"Italian, Pizza",No,Yes,No,7.800,3.8
"Sushiya Express",1,"New Delhi",77.285893,28.6355744,"Sushi, Asian",No,Yes,No,10.400,3.7
"Tantrum Coffee Bar",1,"New Delhi",77.2868134,28.6378437,"Cafe, Pizza",No,No,No,6.500,3.5
"Chawla's Tandoori Junction",1,"New Delhi",77.2836758,28.6398892,"North Indian, Mughlai",No,No,No,6.500,0
"Chennai Express Greens",1,"New Delhi",77.2773871,28.6306676,"South Indian",No,No,No,3.250,0
"Omi Pizza",1,"New Delhi",77.2762533,28.6302238,"Fast Food",No,No,No,4.550,0
"South Indian & Chinese Fast Food",1,"New Delhi",77.2777733,28.6302006,"South Indian, Chinese, Fast Food",No,No,No,4.550,0
"The Khoj Cafe Restaurent",1,"New Delhi",77.2762533,28.6302238,"Chinese, North Indian",No,No,No,3.900,0
"Bharat Chicken Inn",1,"New Delhi",77.2863012,28.6368165,"Mughlai, Fast Food, North Indian",No,Yes,No,10.400,2.4
"Nathu's Sweets",1,"New Delhi",77.2835016,28.634547,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",No,Yes,No,5.200,2.1
"Wah Ji Wah",1,"New Delhi",77.2850298,28.6371081,"North Indian, Chinese",No,Yes,No,6.500,2.2
"QD's Restaurant",1,"New Delhi",77.2856137,28.6363985,"Chinese, North Indian, Fast Food, Italian",No,Yes,No,10.400,4.1
"Henri's Bar - Le Meridien",1,"New Delhi",77.2185552,28.6187736,"Finger Food",No,No,No,26.000,3.3
"Le Belvedere - Le Meridien",1,"New Delhi",77.2185552,28.6188632,Chinese,Yes,No,No,65.000,3.5
"Longitude - Le Meridien",1,"New Delhi",77.2185114,28.6185594,Cafe,No,No,No,26.000,3.9
"Nero - Le Meridien",1,"New Delhi",77.2184654,28.6188547,"Finger Food",Yes,No,No,39.000,3.5
"The One - Le Meridien",1,"New Delhi",77.2185552,28.6188632,Continental,Yes,No,No,58.500,3.8
"Eau De Monsoon - Le Meridien",1,"New Delhi",77.2185653,28.6187207,"Continental, European, North Indian, French",Yes,No,No,58.500,4
"Slounge - Lemon Tree Premier",1,"New Delhi",77.120911,28.552036,"North Indian",Yes,No,No,13.000,3.5
"Al Bake",1,"New Delhi",77.2969779,28.5411661,"North Indian, Chinese",No,No,No,7.800,2.5
Al-Bawarchi,1,"New Delhi",77.2970442,28.5413659,"North Indian, Mughlai, Chinese",No,No,No,8.450,3.1
"Big Dragon",1,"New Delhi",77.296874,28.5411385,"Chinese, Thai",No,No,No,8.450,3.1
BTW,1,"New Delhi",77.2967702,28.5411254,"North Indian, Street Food, South Indian, Mithai",No,No,No,5.200,3.3
"Capital Curry",1,"New Delhi",77.2968044,28.54114,"North Indian, Mughlai",Yes,No,No,13.000,3.1
"Domino's Pizza",1,"New Delhi",77.2968703,28.541291,"Pizza, Fast Food",No,No,No,9.100,2.5
"Ekta's Kitchen",1,"New Delhi",77.2972363,28.5413197,"North Indian, Mughlai, Chinese",No,Yes,No,8.450,3.2
Gopal's,1,"New Delhi",77.2967478,28.5412029,"Ice Cream, Street Food",No,No,No,1.950,2.9
"Moti Mahal Delux",1,"New Delhi",77.2971584,28.5413284,"North Indian, Mughlai, Chinese",Yes,Yes,No,13.000,2.6
"Open Oven",1,"New Delhi",77.2968302,28.5413124,"Bakery, Desserts, Fast Food",No,No,No,3.250,3.4
"Relax Xpress",1,"New Delhi",77.2972593,28.541297,"North Indian, Mughlai, Chinese",No,Yes,No,9.100,3.2
"Roll Club",1,"New Delhi",77.2969868,28.541186,"Fast Food",No,No,No,3.250,2.7
"SM Gopal Ice Cream & Cakes",1,"New Delhi",77.29685,28.5412728,"Ice Cream, Desserts",No,No,No,2.600,3.2
"Bangla Sweet Corner",1,"New Delhi",77.220711,28.582058,"Chinese, North Indian, Mithai, Street Food",No,No,No,5.200,2.6
Chinois,1,"New Delhi",77.22361319,28.58455646,Asian,Yes,No,No,19.500,3
Dawat,1,"New Delhi",77.2205314,28.5838333,"North Indian, Chinese, Mughlai",No,No,No,5.850,2.9
"Establishment Ristorante",1,"New Delhi",0,0,Bakery,No,No,No,5.200,3.1
"Ganesha Sweets & Restaurant",1,"New Delhi",77.2264595,28.5863699,"North Indian, Mithai, Street Food",No,No,No,6.500,2.6
Gopala,1,"New Delhi",77.2263697,28.5867198,"Mithai, Street Food",No,No,No,3.250,3.3
"Green Chick Chop",1,"New Delhi",77.2206212,28.5829457,"Raw Meats, North Indian, Fast Food",No,No,No,4.550,2.9
"Hot Chimney",1,"New Delhi",77.2205314,28.5837437,"North Indian, Chinese, Mughlai",Yes,No,No,11.050,2.5
Icon,1,"New Delhi",77.2237649,28.5845896,"Chinese, North Indian",Yes,No,No,13.000,3.2
"Juneja's Eating Plaza",1,"New Delhi",77.226729,28.5845134,"North Indian, Mughlai, Chinese, Fast Food",No,Yes,No,9.100,3.4
"Lodhi Knights",1,"New Delhi",77.2202427,28.5853283,"Fast Food",No,No,No,2.600,3.1
"Ram Singh's Bhoj",1,"New Delhi",77.2205314,28.5834749,"Mithai, Street Food",No,No,No,4.550,2.9
"Republic of Chicken",1,"New Delhi",77.2268188,28.5836257,"Raw Meats, Fast Food",No,No,No,5.200,2.7
"Slice of Italy",1,"New Delhi",77.2269022,28.5823705,"Italian, Pizza, Bakery",Yes,Yes,No,9.100,3.3
Subway,1,"New Delhi",77.226729,28.583169,"American, Fast Food, Salad, Healthy Food",No,Yes,No,6.500,3.2
"The Altitude Cafe and Deli",1,"New Delhi",77.1683836,28.5953744,Cafe,No,No,No,7.800,3.1
"Tokyo Mon Amour",1,"New Delhi",0,0,"Japanese, French",Yes,No,No,28.600,3.1
Bhane,1,"New Delhi",77.22693745,28.58222618,"Ice Cream",No,No,No,3.900,3.6
Celeste,1,"New Delhi",77.2264595,28.5852944,"Cafe, Desserts, Bakery",No,No,No,6.500,3.5
"Chidambaram's New Madras Hotel",1,"New Delhi",77.2208457,28.5807713,"South Indian, Fast Food",No,Yes,No,5.200,3.8
"CJ's Fresh",1,"New Delhi",77.2265194,28.5857905,"American, Italian, Bakery, Deli, Burger, Sandwich, Pizza",No,Yes,No,13.000,3.8
"Elma's Brasserie",1,"New Delhi",77.226711,28.5844597,"American, Continental, Italian, Bakery",Yes,Yes,No,26.000,3.7
Kunafa,1,"New Delhi",77.22656094,28.58456559,"Desserts, Middle Eastern, Turkish",No,Yes,No,3.900,3.9
"Lahori Gate",1,"New Delhi",77.2269086,28.5836343,"Mughlai, North Indian",Yes,Yes,No,23.400,3.5
"M I Food Center",1,"New Delhi",77.2264595,28.5855632,"North Indian, Mughlai, Chinese",No,No,No,7.800,3.8
"Sugar Blossoms",1,"New Delhi",77.226937,28.5821,"Desserts, Bakery",No,No,No,3.900,3.6
"Eywa by Saby @ Celeste",1,"New Delhi",0,0,Cafe,Yes,No,No,13.000,0
"Cafe Coffee Day",1,"New Delhi",77.2265367,28.5849428,Cafe,No,No,No,5.850,2.3
Guppy,1,"New Delhi",77.2239062,28.584686,"Japanese, Sushi",Yes,No,No,37.700,4.1
"Ping's Caf刺 Orient",1,"New Delhi",77.223226,28.5837316,Asian,Yes,No,No,27.300,4.1
"The All American Diner",1,"New Delhi",77.2258757,28.5887789,"American, Fast Food",No,No,No,13.000,4.1
"Armaan's Restaurant",1,"New Delhi",77.23113,28.5890553,"North Indian, South Indian, Chinese",No,No,No,6.500,2.8
"Garden Chef",1,"New Delhi",77.2194086,28.5897758,Chinese,No,No,No,5.850,3
"Golooji's Chat Waat",1,"New Delhi",77.225607,28.58997,"Street Food",No,No,No,5.200,3.3
"Oriental Lee",1,"New Delhi",77.225607,28.58997,"Chinese, Thai",No,No,No,6.500,2.7
"Peshawari Restaurant",1,"New Delhi",77.2209805,28.5811874,"North Indian, Chinese",No,No,No,9.100,3.1
"Tikka Town",1,"New Delhi",77.22557187,28.59026109,"North Indian",No,No,No,7.150,3.1
"Titu Restaurant",1,"New Delhi",77.23113,28.5891449,"North Indian",No,No,No,3.900,2.9
"Vijay Dhaba",1,"New Delhi",77.21767209,28.58415194,"North Indian",No,No,No,1.950,2.9
"Wild Willy",1,"New Delhi",77.225607,28.58997,"Pizza, Fast Food",No,No,No,6.500,3.2
"Diva Spiced",1,"New Delhi",77.2264595,28.5842189,"Asian, Chinese",Yes,No,No,26.000,3.7
"Granma's Homemade",1,"New Delhi",77.225607,28.58997,"Bakery, Desserts, Fast Food",No,No,No,2.600,3.6
Karim's,1,"New Delhi",77.2222225,28.5910546,"North Indian, Mughlai",Yes,No,No,13.000,3.8
"Sab Ki Khatir",1,"New Delhi",77.2357472,28.5922808,Mughlai,No,No,No,5.850,3.7
"Golden Bakery",1,"New Delhi",77.2203517,28.5851606,Bakery,No,No,No,5.200,0
"Krishan Sweets",1,"New Delhi",77.22048056,28.5836,Mithai,No,No,No,3.250,0
"Rai Ji Caterers",1,"New Delhi",77.2284355,28.5823457,"North Indian",No,No,No,5.200,0
"Szoun Chinese Food",1,"New Delhi",77.2161735,28.5823408,Chinese,No,No,No,3.900,0
"Yummy Mummy @ Delhi",1,"New Delhi",77.21643761,28.58161703,"Bengali, North Indian",No,No,No,3.900,0
"Lodi - The Garden Restaurant",1,"New Delhi",77.2210583,28.5904431,"European, Lebanese, Mediterranean",Yes,Yes,No,33.800,4.2
"Aggarwal Sweets & Restaurant",1,"New Delhi",77.1231232,28.5454809,"North Indian, Mithai, South Indian, Street Food, Fast Food",No,No,No,5.200,2.7
"Ashirwad Dhaba",1,"New Delhi",77.1183586,28.5422454,"North Indian",No,No,No,2.600,2.9
"Barichi Restaurant",1,"New Delhi",77.1277978,28.549335,"North Indian, South Indian, Chinese",Yes,No,No,13.000,2.9
"Bikaner Sweets",1,"New Delhi",77.1184863,28.542164,Mithai,No,No,No,2.600,2.7
Bikaner,1,"New Delhi",77.1249212,28.54646,"Mithai, North Indian, South Indian, Chinese, Street Food",No,No,No,7.800,2.9
"Chatori Zubaan 2",1,"New Delhi",77.1166056,28.5385371,"North Indian, Chinese",No,No,No,7.150,3
"Chinese Mania",1,"New Delhi",77.1228985,28.5429052,Chinese,No,No,No,3.900,3.2
"Da Pizza Corner",1,"New Delhi",77.1281574,28.5452469,"Fast Food, Pizza",No,Yes,No,7.800,2.5
"Dhaba Cash 'N' Carry Kitchen",1,"New Delhi",77.1180889,28.5415025,"North Indian",No,No,No,7.800,3.1
"Dom Dang Kins Restaurant",1,"New Delhi",77.1243021,28.5434991,Chinese,No,No,No,5.200,3.1
"First Choice",1,"New Delhi",77.1285132,28.5437505,"North Indian, Chinese, Fast Food",No,No,No,7.800,2.9
"Hungry Hut",1,"New Delhi",77.1291911,28.5420749,"North Indian, Chinese, Mughlai",No,No,No,9.100,3.1
"Le Seasons Restaurant",1,"New Delhi",77.1252807,28.5473907,"North Indian, Chinese",Yes,No,No,12.350,2.8
"Moti Mahal Delux",1,"New Delhi",77.1252807,28.5472115,"North Indian, Mughlai, Chinese",Yes,No,No,10.400,3
Popsy's,1,"New Delhi",77.1240222,28.5433267,"North Indian, South Indian, Continental, Fast Food",No,No,No,7.150,3
Prabhu,1,"New Delhi",77.1245783,28.5470031,"Fast Food, North Indian, Bakery",No,No,No,6.500,3.1
Saptagiri,1,"New Delhi",77.1229435,28.5455533,"North Indian, Mughlai, Chinese, Continental, Fast Food",Yes,No,No,11.700,2.8
"Spice Hut",1,"New Delhi",77.1237408,28.5462109,"North Indian, Fast Food, Biryani",No,No,No,6.500,2.9
"Taste of Vishal",1,"New Delhi",77.1187632,28.5426875,"North Indian, Chinese",Yes,No,No,11.700,2.9
"The Tandoori Night",1,"New Delhi",77.1249212,28.5467289,"Biryani, Chinese, North Indian",No,No,No,3.900,2.8
"Traffic Jaam",1,"New Delhi",77.1267191,28.5468118,"North Indian, Chinese",No,No,No,7.150,2.9
Tripti,1,"New Delhi",77.127618,28.5492281,"North Indian, Chinese, Mughlai, South Indian",Yes,No,No,13.000,3.1
"Uttaranchal Dhaba & Restaurant",1,"New Delhi",77.1285619,28.5437174,"North Indian",No,No,No,2.600,2.9
"Wah Ji Wah",1,"New Delhi",77.1247414,28.5467116,"North Indian, Chinese",No,No,No,5.850,2.9
"Resto 37",1,"New Delhi",77.1286068,28.5500399,"North Indian, Chinese, Continental, Fast Food",No,No,No,9.100,3.9
"Aakash Sweets & Caterers",1,"New Delhi",77.1242919,28.5434422,"Mithai, Street Food",No,No,No,1.950,0
"Aapka Mangal Restaurant",1,"New Delhi",77.1238424,28.5446537,"North Indian",No,No,No,6.500,0
Al-Karim,1,"New Delhi",77.1254605,28.5459741,"North Indian",No,No,No,4.550,0
"Apna Dhaba",1,"New Delhi",77.0996976,28.5232706,"North Indian",No,No,No,1.950,0
"Burger Wala",1,"New Delhi",77.128427,28.5441077,"Burger, Fast Food",No,No,No,2.600,0
"Cafe Highway",1,"New Delhi",77.1077373,28.5332421,"Fast Food, Chinese",No,No,No,3.250,0
"Cake Point",1,"New Delhi",77.1333427,28.5489147,"Bakery, Desserts",No,Yes,No,7.800,0
"Chatori Zubaan Chur Chur Naan",1,"New Delhi",77.1167352,28.5386133,"North Indian",No,No,No,1.300,0
"Coffee Shop",1,"New Delhi",77.1137736,28.5354421,"Cafe, North Indian, Continental",No,No,No,13.000,0
"Colonel's Kebabs & Curries",1,"New Delhi",0,0,"North Indian, Chinese, Mughlai",No,No,No,7.800,0
"Dhaba Cash 'n' Carry Kitchen Chur Chur Naan",1,"New Delhi",77.1181406,28.5415117,"North Indian",No,No,No,1.950,0
"Dolphin - The Food Cafe",1,"New Delhi",77.1241504,28.5434269,"North Indian, Mughlai, Chinese",No,No,No,3.900,0
"First Treat Bakers",1,"New Delhi",77.1267191,28.5443024,Bakery,No,No,No,3.900,0
"Flavours Of Delhi",1,"New Delhi",77.1250299,28.5472207,"North Indian, Chinese, Fast Food",No,No,No,8.450,0
"Foresto Lawn & Restaurant",1,"New Delhi",77.1293063,28.541621,"North Indian, Mughlai, Chinese",No,No,No,7.800,0
"Jain Sweets & Bakers",1,"New Delhi",77.1247414,28.5469805,"North Indian, Mithai",No,No,No,3.900,0
"JD's Restaurant",1,"New Delhi",77.1281314,28.5470234,"North Indian, Chinese",No,No,No,4.550,0
"Just Vada Pav",1,"New Delhi",0,0,"Street Food",No,No,No,1.950,0
"Kaka De Dhaba",1,"New Delhi",77.1228536,28.5454551,"North Indian",No,No,No,4.550,0
"Kolcata Bengali Dhaba",1,"New Delhi",77.1239323,28.5435869,"North Indian",No,No,No,1.300,0
"Kukkuu Da Dhaba",1,"New Delhi",0,0,"North Indian",No,No,No,5.200,0
"M&S Coffee Cafe",1,"New Delhi",77.1241121,28.543156,"Fast Food",No,No,No,5.850,0
"Malabar Style Kitchen",1,"New Delhi",77.1249279,28.5429013,Kerala,No,No,No,4.550,0
"Mathura Lassi Wala",1,"New Delhi",77.125056,28.5438292,"North Indian, Chinese, South Indian",No,No,No,3.250,0
"Metropolitan Cafe",1,"New Delhi",77.1257302,28.5477027,"North Indian, Chinese",No,No,No,6.500,0
"Mr. Bake",1,"New Delhi",77.1242983,28.5434512,Bakery,No,No,No,3.250,0
Mughal-E-Zaika,1,"New Delhi",77.1237525,28.54348,"Mughlai, North Indian",No,No,No,6.500,0
"Mukesh Bhojnalaya",1,"New Delhi",77.1248542,28.5430525,"North Indian",No,No,No,3.900,0
"New Royal Blue Dhaba",1,"New Delhi",77.1231232,28.5435989,"North Indian",No,No,No,3.900,0
"New Sharma Chicken Corner",1,"New Delhi",77.1295415,28.5415121,"North Indian, Biryani",No,No,No,1.950,0
Pakwan,1,"New Delhi",77.12881389,28.54953611,"North Indian, Chinese, Fast Food",No,No,No,6.500,0
"Pizza Corner",1,"New Delhi",77.1239323,28.5432284,"Pizza, Fast Food",No,No,No,3.250,0
"Pokhreli Kitchen",1,"New Delhi",77.1264494,28.5469651,"South Indian, Nepalese",No,No,No,5.850,0
Rasoi,1,"New Delhi",77.1285169,28.5495832,"North Indian",No,No,No,6.500,0
"Satya Dhaba",1,"New Delhi",77.1229265,28.545437,"North Indian",No,No,No,5.850,0
"Sha-O-Lin Chinese Fast Food",1,"New Delhi",77.1295057,28.5494988,Chinese,No,No,No,3.900,0
"Shahi Chicken Corner",1,"New Delhi",77.1238424,28.5461773,Mughlai,No,No,No,3.900,0
"Shama Muradabadi",1,"New Delhi",77.1283371,28.5440095,"North Indian, Biryani",No,No,No,3.250,0
"Sunil Punjabi Dhaba",1,"New Delhi",77.1297061,28.5413686,"North Indian",No,No,No,1.950,0
"Sunita Dhaba",1,"New Delhi",77.1279227,28.549416,"North Indian",No,No,No,3.250,0
"Taste of India",1,"New Delhi",77.1293709,28.5505165,"North Indian, Mughlai, Chinese",Yes,No,No,13.000,0
"U.P. Al-Flah Restaurant",1,"New Delhi",77.1252807,28.5457776,Biryani,No,No,No,4.550,0
"Vaishno Da Dhaba",1,"New Delhi",77.1230334,28.5451138,"North Indian",No,No,No,2.600,0
"Yadav Sweets",1,"New Delhi",77.126764,28.5442619,"Mithai, Street Food",No,No,No,1.950,0
"The Cavalry Bar - Maidens Hotel",1,"New Delhi",77.2258308,28.67367,"Finger Food",Yes,No,No,26.000,2.7
"The Curzon Room - Maidens Hotel",1,"New Delhi",77.2258029,28.6737511,"European, North Indian",Yes,No,No,41.600,3.4
"The Garden Terrace - Maidens Hotel",1,"New Delhi",77.2256961,28.6737019,"North Indian, Continental",Yes,No,No,39.000,3.3
"Ama Rabsel House",1,"New Delhi",77.2282559,28.7030113,"Chinese, North Indian",No,No,No,6.500,3
"Cafe Plus",1,"New Delhi",77.2287499,28.7024763,Cafe,No,No,No,6.500,3.2
Hornbill,1,"New Delhi",77.2283906,28.7015464,"Naga, Chinese",No,No,No,5.850,3.1
"Orange Cafe & Restaurant",1,"New Delhi",77.2284355,28.702491,"Tibetan, Chinese",No,No,No,5.850,3.1
"ABC Restaurant",1,"New Delhi",77.2276272,28.7003539,"North Indian, Chinese",No,No,No,3.900,0
"Achi Restaurant",1,"New Delhi",77.2284355,28.702491,Chinese,No,No,No,5.200,0
"Asian House Restaurant",1,"New Delhi",77.2280763,28.7008446,"Tibetan, South Indian, North Indian",No,No,No,5.200,0
"Cafe 59",1,"New Delhi",0,0,"Cafe, North Eastern",No,No,No,7.800,0
"Drepung Loselling",1,"New Delhi",77.2283457,28.7033781,"Tibetan, Chinese",No,No,No,5.200,0
"Dus Bab",1,"New Delhi",77.2274475,28.7000681,Tibetan,No,No,No,6.500,0
"DZI House",1,"New Delhi",77.2282559,28.701847,"North Indian, Chinese, Tibetan",No,No,No,7.150,0
"Good Luck Cafe",1,"New Delhi",77.2287499,28.7024763,"Ice Cream",No,No,No,3.250,0
Kathmandu,1,"New Delhi",77.2275373,28.6998976,Chinese,No,No,No,3.900,0
"Kullu Manali Restaurant",1,"New Delhi",77.227717,28.7014373,"Tibetan, Chinese, North Indian",No,No,No,5.200,0
"Lhamo's Kitchen",1,"New Delhi",77.2284804,28.7027192,Nepalese,No,No,No,3.900,0
"Lhasa Manthang Restaurant",1,"New Delhi",77.2279864,28.7008361,"Tibetan, Chinese",No,No,No,3.900,0
"Lhasa Thali House",1,"New Delhi",77.2283457,28.7028407,Nepalese,No,No,No,3.900,0
"Little Tibet",1,"New Delhi",77.2281661,28.7010323,"Cafe, Tibetan",No,No,No,3.900,0
"Lotus House Restaurant",1,"New Delhi",77.2283457,28.7031094,"Tibetan, Chinese",No,No,No,7.800,0
"Mahi Rasoi",1,"New Delhi",77.2275645,28.7003464,"North Indian, South Indian, Fast Food",No,No,No,5.200,0
"New Open Restaurant",1,"New Delhi",77.2274924,28.6998485,"Nepalese, Tibetan",No,No,No,3.900,0
"Rooftop Restaurant",1,"New Delhi",77.227723,28.7003556,Chinese,No,No,No,5.850,0
"Somang House Restaurant",1,"New Delhi",77.2278966,28.7008275,"Asian, Chinese",No,No,No,6.500,0
"Tandoori Khazana",1,"New Delhi",77.2276272,28.70116,"North Indian, Fast Food",No,No,No,4.550,0
"Tsopema Restaurant",1,"New Delhi",77.2282559,28.7016678,"Tibetan, Chinese, North Indian",No,No,No,7.800,0
"33 Food",1,"New Delhi",77.216837,28.5358021,"North Indian, Mughlai",No,Yes,No,9.100,3.2
"Burger Point",1,"New Delhi",77.2077878,28.5328102,"Burger, Fast Food",No,No,No,5.200,3.3
"Cafe Blur",1,"New Delhi",77.2185591,28.5349127,"Cafe, Chinese",No,No,No,5.850,3.1
"Cafe Coffee Day",1,"New Delhi",77.2133292,28.5379729,Cafe,No,No,No,5.850,2.5
"Cafe Rendezvous",1,"New Delhi",77.2132741,28.5396208,"Mexican, Italian, North Indian, Continental, Asian",Yes,Yes,No,20.150,3.3
"Cakes & Bakes",1,"New Delhi",77.210737,28.5378192,"Bakery, Desserts",No,No,No,6.500,3.4
