YM,state,product,pu_cnt,rev
2016-09,RR,moveis_decoracao,1,72.89
2016-09,SP,beleza_saude,1,134.97
2016-10,AL,automotivo,1,49.99
2016-10,AL,informatica_acessorios,1,32.5
2016-10,BA,fashion_bolsas_e_acessorios,1,54.9
2016-10,BA,relogios_presentes,1,649.17
2016-10,BA,telefonia,1,19.99
2016-10,BA,utilidades_domesticas,1,169.99
2016-10,CE,automotivo,1,499.99
2016-10,CE,beleza_saude,2,129.7
2016-10,CE,consoles_games,1,629.9
2016-10,CE,moveis_decoracao,1,119.99
2016-10,CE,perfumaria,2,309.8
2016-10,DF,beleza_saude,1,119.8
2016-10,DF,brinquedos,1,101.9
2016-10,DF,informatica_acessorios,1,35
2016-10,DF,moveis_decoracao,1,98
2016-10,DF,perfumaria,1,39.9
2016-10,DF,relogios_presentes,1,649.17
2016-10,ES,beleza_saude,1,99.9
2016-10,ES,consoles_games,1,58
2016-10,ES,cool_stuff,1,69.9
2016-10,ES,moveis_escritorio,1,689.99
2016-10,GO,beleza_saude,1,49.9
2016-10,GO,brinquedos,2,170.89000000000001
2016-10,GO,esporte_lazer,1,44.9
2016-10,GO,market_place,1,79.9
2016-10,GO,moveis_decoracao,1,49
2016-10,GO,perfumaria,2,589.8
2016-10,MA,esporte_lazer,1,39.99
2016-10,MA,market_place,1,467.4
2016-10,MA,moveis_escritorio,1,176.97
2016-10,MA,utilidades_domesticas,1,19.9
2016-10,MG,automotivo,1,51.5
2016-10,MG,bebes,1,199.99
2016-10,MG,beleza_saude,7,683.55
2016-10,MG,brinquedos,4,908.6899999999999
2016-10,MG,cama_mesa_banho,1,169.9
2016-10,MG,climatizacao,1,299.99
2016-10,MG,cool_stuff,1,49
2016-10,MG,esporte_lazer,1,149.99
2016-10,MG,fashion_bolsas_e_acessorios,1,79.9
2016-10,MG,fashion_roupa_feminina,1,54.9
2016-10,MG,ferramentas_jardim,1,380
2016-10,MG,informatica_acessorios,4,449.89
2016-10,MG,market_place,1,58
2016-10,MG,moveis_decoracao,7,457.5599999999999
2016-10,MG,moveis_escritorio,1,129.97
2016-10,MG,perfumaria,3,384.70000000000005
2016-10,MG,telefonia,2,99.69999999999999
2016-10,MG,utilidades_domesticas,1,44.99
2016-10,MT,automotivo,1,279.99
2016-10,MT,moveis_decoracao,1,47.8
2016-10,PA,brinquedos,1,629.9
2016-10,PA,cool_stuff,1,89
2016-10,PA,moveis_decoracao,2,368.7
2016-10,PB,brinquedos,1,49.9
2016-10,PE,beleza_saude,1,75.9
2016-10,PE,esporte_lazer,2,798.9
2016-10,PE,informatica_acessorios,1,75
2016-10,PE,livros_interesse_geral,1,119.5
2016-10,PE,moveis_decoracao,1,49.9
2016-10,PE,perfumaria,1,249.9
2016-10,PI,beleza_saude,1,210
2016-10,PR,bebes,1,79.8
2016-10,PR,beleza_saude,6,327.65999999999997
2016-10,PR,cama_mesa_banho,2,219.28999999999996
2016-10,PR,esporte_lazer,1,18.9
2016-10,PR,fashion_bolsas_e_acessorios,1,49.8
2016-10,PR,ferramentas_jardim,1,139.99
2016-10,PR,informatica_acessorios,1,43.89
2016-10,PR,market_place,1,94.99
2016-10,PR,moveis_decoracao,7,1030.29
2016-10,RJ,,1,15.9
2016-10,RJ,audio,1,132
2016-10,RJ,automotivo,1,10
2016-10,RJ,bebes,3,619.88
2016-10,RJ,beleza_saude,6,1357.5900000000001
2016-10,RJ,brinquedos,5,899.75
2016-10,RJ,cama_mesa_banho,1,59.9
2016-10,RJ,consoles_games,2,998.99
2016-10,RJ,cool_stuff,2,226.8
2016-10,RJ,esporte_lazer,2,461.9
2016-10,RJ,ferramentas_jardim,1,590
2016-10,RJ,fraldas_higiene,1,134.9
2016-10,RJ,informatica_acessorios,1,19
2016-10,RJ,market_place,1,311
2016-10,RJ,moveis_decoracao,5,367.48
2016-10,RJ,perfumaria,6,1434.2000000000003
2016-10,RJ,pet_shop,1,109.9
2016-10,RJ,relogios_presentes,1,1399
2016-10,RJ,telefonia_fixa,1,6
2016-10,RJ,utilidades_domesticas,1,32.99
2016-10,RN,automotivo,1,161.99
2016-10,RN,informatica_acessorios,1,18.9
2016-10,RN,moveis_decoracao,1,148
2016-10,RN,utilidades_domesticas,1,399.8
2016-10,RR,beleza_saude,1,39.7
2016-10,RS,NULL,1,NULL
2016-10,RS,beleza_saude,1,156.97
2016-10,RS,brinquedos,2,258.89
2016-10,RS,climatizacao,1,357.8
2016-10,RS,consoles_games,1,949.99
2016-10,RS,cool_stuff,1,399
2016-10,RS,esporte_lazer,5,238.09000000000003
2016-10,RS,fashion_bolsas_e_acessorios,1,24.9
2016-10,RS,industria_comercio_e_negocios,2,179.8
2016-10,RS,informatica_acessorios,2,199
2016-10,RS,moveis_decoracao,3,337.98
2016-10,RS,pet_shop,1,99.9
2016-10,SC,NULL,1,NULL
2016-10,SC,beleza_saude,4,339.67999999999995
2016-10,SC,climatizacao,1,599.6
2016-10,SC,moveis_decoracao,2,799.88
2016-10,SC,perfumaria,1,299.9
2016-10,SC,telefonia_fixa,1,199
2016-10,SE,consoles_games,1,58
2016-10,SE,informatica_acessorios,1,161.55
2016-10,SE,moveis_decoracao,1,65.9
2016-10,SP,NULL,1,NULL
2016-10,SP,,1,49.99
2016-10,SP,alimentos,1,79.9
2016-10,SP,audio,1,24.99
2016-10,SP,automotivo,3,354.78999999999996
2016-10,SP,bebes,4,471.5
2016-10,SP,beleza_saude,10,824.27
2016-10,SP,brinquedos,6,1086.58
2016-10,SP,cama_mesa_banho,1,29.9
2016-10,SP,climatizacao,2,449.70000000000005
2016-10,SP,consoles_games,4,1187.38
2016-10,SP,cool_stuff,1,212.4
2016-10,SP,eletronicos,1,107.99
2016-10,SP,esporte_lazer,4,259.48
2016-10,SP,fashion_bolsas_e_acessorios,3,163.8
2016-10,SP,fashion_calcados,1,29.99
2016-10,SP,fashion_roupa_masculina,1,24.9
2016-10,SP,ferramentas_jardim,2,249.89
2016-10,SP,industria_comercio_e_negocios,1,179.8
2016-10,SP,informatica_acessorios,5,364.59
2016-10,SP,livros_tecnicos,1,267
2016-10,SP,market_place,2,294.9
2016-10,SP,moveis_decoracao,18,1867.4100000000003
2016-10,SP,moveis_escritorio,3,303.95
2016-10,SP,perfumaria,10,1520.9
2016-10,SP,pet_shop,2,479.88
2016-10,SP,relogios_presentes,2,662.9
2016-10,SP,telefonia,5,140.49
2016-10,SP,telefonia_fixa,3,499.88
2016-10,SP,utilidades_domesticas,4,619.4
2016-12,PR,fashion_bolsas_e_acessorios,1,10.9
2017-01,AC,cama_mesa_banho,2,419.70000000000005
2017-01,AC,moveis_decoracao,1,169.9
2017-01,AL,ferramentas_jardim,1,129.99
2017-01,AL,telefonia,1,263.98
2017-01,BA,automotivo,1,92.1
2017-01,BA,beleza_saude,4,1558.8
2017-01,BA,brinquedos,3,214.88
2017-01,BA,esporte_lazer,1,159.9
2017-01,BA,fashion_bolsas_e_acessorios,1,139
2017-01,BA,ferramentas_jardim,2,194.99
2017-01,BA,informatica_acessorios,1,30
2017-01,BA,moveis_cozinha_area_de_servico_jantar_e_jardim,1,110
2017-01,BA,moveis_decoracao,3,305.59
2017-01,BA,moveis_escritorio,1,119.6
2017-01,BA,perfumaria,3,549.7
2017-01,BA,pet_shop,3,381.5
2017-01,BA,utilidades_domesticas,1,99.96
2017-01,CE,beleza_saude,1,129.9
2017-01,CE,cama_mesa_banho,1,69.9
2017-01,CE,cool_stuff,1,219.99
2017-01,CE,fashion_bolsas_e_acessorios,1,33.9
2017-01,CE,ferramentas_jardim,1,155
2017-01,CE,moveis_decoracao,2,126.9
2017-01,CE,relogios_presentes,1,279
2017-01,CE,telefonia,1,34.9
2017-01,DF,beleza_saude,2,283.89
2017-01,DF,cool_stuff,2,907.9
2017-01,DF,esporte_lazer,4,260.89
2017-01,DF,fashion_bolsas_e_acessorios,1,52.9
2017-01,DF,fashion_underwear_e_moda_praia,1,86.25
2017-01,DF,moveis_decoracao,2,227.9
2017-01,DF,telefonia,1,6.9
2017-01,ES,beleza_saude,2,380.87
2017-01,ES,brinquedos,1,34.9
2017-01,ES,consoles_games,3,1454.6599999999999
2017-01,ES,cool_stuff,1,177
2017-01,ES,informatica_acessorios,1,20.9
2017-01,ES,moveis_decoracao,2,116.80000000000001
2017-01,ES,pet_shop,1,70.83
2017-01,GO,,1,349.99
2017-01,GO,automotivo,1,117.3
2017-01,GO,bebes,1,35
2017-01,GO,beleza_saude,2,373.79999999999995
2017-01,GO,cool_stuff,3,389.88
2017-01,GO,esporte_lazer,1,66.9
2017-01,GO,ferramentas_jardim,1,765
2017-01,GO,informatica_acessorios,2,343
2017-01,GO,moveis_sala,1,209.99
2017-01,GO,relogios_presentes,1,1299
2017-01,GO,telefonia_fixa,2,124.9
2017-01,GO,utilidades_domesticas,2,152.73
2017-01,MA,automotivo,1,47.5
2017-01,MA,esporte_lazer,1,72.9
2017-01,MA,informatica_acessorios,1,18
2017-01,MA,moveis_decoracao,2,105.89
2017-01,MA,perfumaria,1,309.9
2017-01,MA,utilidades_domesticas,1,63.9
2017-01,MG,,1,169
2017-01,MG,automotivo,4,1115.98
2017-01,MG,bebes,6,782.6899999999999
2017-01,MG,beleza_saude,12,1695.2800000000002
2017-01,MG,brinquedos,9,1355.82
2017-01,MG,cama_mesa_banho,6,499.18000000000006
2017-01,MG,consoles_games,4,519.79
2017-01,MG,construcao_ferramentas_construcao,1,310
2017-01,MG,cool_stuff,5,640.04
2017-01,MG,eletroportateis,2,576
2017-01,MG,esporte_lazer,2,924
2017-01,MG,fashion_bolsas_e_acessorios,3,254.60000000000002
2017-01,MG,ferramentas_jardim,9,2220.9
2017-01,MG,informatica_acessorios,3,236.70000000000002
2017-01,MG,malas_acessorios,2,294.8
2017-01,MG,moveis_decoracao,21,2512.1700000000005
2017-01,MG,moveis_escritorio,1,239.99
2017-01,MG,papelaria,2,716.49
2017-01,MG,perfumaria,4,658.5
2017-01,MG,relogios_presentes,2,318
2017-01,MG,telefonia,5,130.76999999999998
2017-01,MG,telefonia_fixa,1,10.99
2017-01,MG,utilidades_domesticas,1,60
2017-01,MS,pet_shop,1,149
2017-01,MT,beleza_saude,1,99
2017-01,MT,brinquedos,2,269.98
2017-01,MT,cool_stuff,1,449
2017-01,MT,eletrodomesticos_2,1,209.9
2017-01,MT,esporte_lazer,2,410
2017-01,MT,fashion_bolsas_e_acessorios,1,29.8
2017-01,MT,ferramentas_jardim,1,289.98
2017-01,MT,moveis_sala,1,199.99
2017-01,MT,telefonia,1,18.99
2017-01,PA,brinquedos,1,299.99
2017-01,PA,cama_mesa_banho,1,119.9
2017-01,PA,consoles_games,1,39.9
2017-01,PA,cool_stuff,2,917.99
2017-01,PA,esporte_lazer,1,169.9
2017-01,PA,fashion_bolsas_e_acessorios,1,19.9
2017-01,PA,fashion_roupa_masculina,1,126.9
2017-01,PA,ferramentas_jardim,1,29.99
2017-01,PA,market_place,1,62.9
2017-01,PA,moveis_decoracao,1,59.9
2017-01,PA,relogios_presentes,1,379
2017-01,PB,beleza_saude,1,349.9
2017-01,PB,moveis_decoracao,1,59.9
2017-01,PE,bebes,1,168
2017-01,PE,beleza_saude,1,349.9
2017-01,PE,consoles_games,1,214.9
2017-01,PE,cool_stuff,1,164.89
2017-01,PE,eletronicos,1,59.9
2017-01,PE,esporte_lazer,2,772
2017-01,PE,moveis_decoracao,1,119.9
2017-01,PE,telefonia,1,34.99
2017-01,PI,agro_industria_e_comercio,1,21.99
2017-01,PI,bebes,1,669
2017-01,PI,beleza_saude,2,215.89
2017-01,PI,consoles_games,1,195.99
2017-01,PI,esporte_lazer,1,109.99
2017-01,PI,moveis_decoracao,1,37.99
2017-01,PR,automotivo,6,823.98
2017-01,PR,bebes,4,406.78999999999996
2017-01,PR,beleza_saude,5,551.16
2017-01,PR,brinquedos,1,8.9
2017-01,PR,cama_mesa_banho,3,198.70000000000002
2017-01,PR,consoles_games,1,309.9
2017-01,PR,cool_stuff,1,798
2017-01,PR,dvds_blu_ray,1,29.8
2017-01,PR,eletrodomesticos_2,1,31.98
2017-01,PR,eletronicos,1,29.5
2017-01,PR,eletroportateis,1,97.99
2017-01,PR,esporte_lazer,4,373.09000000000003
2017-01,PR,fashion_bolsas_e_acessorios,10,148.00000000000003
2017-01,PR,ferramentas_jardim,2,537
2017-01,PR,informatica_acessorios,3,87.69999999999999
2017-01,PR,moveis_decoracao,3,301.79
2017-01,PR,moveis_quarto,7,63.3
2017-01,PR,musica,2,19.8
2017-01,PR,papelaria,1,10.9
2017-01,PR,pet_shop,6,50.4
2017-01,PR,relogios_presentes,1,442.95
2017-01,RJ,,1,90
2017-01,RJ,automotivo,3,243.39000000000001
2017-01,RJ,bebes,3,399.88
2017-01,RJ,beleza_saude,7,646.4
2017-01,RJ,brinquedos,7,556.63
2017-01,RJ,cama_mesa_banho,9,644.0199999999999
2017-01,RJ,climatizacao,1,189
2017-01,RJ,consoles_games,1,109.9
2017-01,RJ,cool_stuff,2,183.9
2017-01,RJ,eletrodomesticos_2,1,209.9
2017-01,RJ,eletronicos,2,98.9
2017-01,RJ,eletroportateis,1,37.9
2017-01,RJ,esporte_lazer,7,903.6600000000001
2017-01,RJ,fashion_bolsas_e_acessorios,3,129.6
2017-01,RJ,fashion_roupa_feminina,1,54.9
2017-01,RJ,fashion_underwear_e_moda_praia,1,51
2017-01,RJ,ferramentas_jardim,7,1349.67
2017-01,RJ,informatica_acessorios,1,99
2017-01,RJ,malas_acessorios,1,87.9
2017-01,RJ,moveis_decoracao,19,2209.3800000000006
2017-01,RJ,moveis_escritorio,1,199.98
2017-01,RJ,moveis_sala,4,519.9499999999999
2017-01,RJ,perfumaria,5,993.4999999999999
2017-01,RJ,relogios_presentes,3,2147.17
2017-01,RJ,telefonia,2,157.99
2017-01,RJ,telefonia_fixa,2,21.98
2017-01,RJ,utilidades_domesticas,1,347.7
2017-01,RN,bebes,1,149.99
2017-01,RN,beleza_saude,2,800.99
2017-01,RN,brinquedos,1,129.99
2017-01,RN,moveis_decoracao,1,43.9
2017-01,RO,cool_stuff,1,399
2017-01,RO,perfumaria,1,99.9
2017-01,RO,seguros_e_servicos,1,183.29
2017-01,RS,,1,53.8
2017-01,RS,automotivo,3,347.20000000000005
2017-01,RS,bebes,3,2643
2017-01,RS,beleza_saude,8,1540.3900000000003
2017-01,RS,brinquedos,1,66.99
2017-01,RS,cama_mesa_banho,2,229.89000000000001
2017-01,RS,cool_stuff,1,119.99
2017-01,RS,eletronicos,1,39
2017-01,RS,esporte_lazer,5,324.11
2017-01,RS,fashion_bolsas_e_acessorios,1,54.9
2017-01,RS,ferramentas_jardim,3,359.47999999999996
2017-01,RS,informatica_acessorios,2,2019.9
2017-01,RS,moveis_decoracao,11,893.7999999999998
2017-01,RS,moveis_escritorio,1,286
2017-01,RS,pcs,1,2199.99
2017-01,RS,perfumaria,3,669.6999999999999
2017-01,RS,telefonia,1,9.99
2017-01,RS,telefonia_fixa,4,181.95000000000005
2017-01,RS,utilidades_domesticas,1,149.9
2017-01,SC,,2,122.25999999999999
2017-01,SC,automotivo,2,234.6
2017-01,SC,bebes,1,219.99
2017-01,SC,beleza_saude,1,31
2017-01,SC,cama_mesa_banho,2,139.49
2017-01,SC,consoles_games,1,223.9
2017-01,SC,cool_stuff,2,889.5999999999999
2017-01,SC,eletrodomesticos_2,2,998
2017-01,SC,esporte_lazer,5,878.68
2017-01,SC,fashion_bolsas_e_acessorios,2,229.79
2017-01,SC,ferramentas_jardim,1,239.9
2017-01,SC,moveis_decoracao,4,201.10000000000002
2017-01,SC,perfumaria,2,164.4
2017-01,SC,telefonia,2,1415.98
2017-01,SC,utilidades_domesticas,2,672.84
2017-01,SE,cama_mesa_banho,1,65.9
2017-01,SE,esporte_lazer,1,113
2017-01,SE,market_place,1,25
2017-01,SE,perfumaria,1,59.9
2017-01,SP,,5,917.59
2017-01,SP,agro_industria_e_comercio,1,43.98
2017-01,SP,alimentos,2,42.82
2017-01,SP,automotivo,8,2146.7800000000007
2017-01,SP,bebes,11,923.5299999999999
2017-01,SP,beleza_saude,30,3204.2500000000005
2017-01,SP,brinquedos,15,1431.1200000000001
2017-01,SP,cama_mesa_banho,18,1573.4800000000005
2017-01,SP,casa_conforto_2,2,72.8
2017-01,SP,climatizacao,2,474.70000000000005
2017-01,SP,consoles_games,8,2885.26
2017-01,SP,cool_stuff,9,1527.69
2017-01,SP,eletrodomesticos_2,2,676.9
2017-01,SP,eletronicos,6,389.69999999999993
2017-01,SP,eletroportateis,2,948.9
2017-01,SP,esporte_lazer,25,4178.5999999999985
2017-01,SP,fashion_bolsas_e_acessorios,6,579.58
2017-01,SP,fashion_calcados,1,34.9
2017-01,SP,fashion_roupa_feminina,1,22.4
2017-01,SP,ferramentas_jardim,11,1880.8500000000001
2017-01,SP,informatica_acessorios,10,1068.94
2017-01,SP,instrumentos_musicais,1,339.74
2017-01,SP,livros_interesse_geral,2,234.89
2017-01,SP,malas_acessorios,1,109.8
2017-01,SP,market_place,4,359.14
2017-01,SP,moveis_decoracao,62,6028.499999999997
2017-01,SP,moveis_escritorio,3,598.78
2017-01,SP,moveis_quarto,1,9.9
2017-01,SP,moveis_sala,2,311.96999999999997
2017-01,SP,papelaria,4,834.5999999999999
2017-01,SP,perfumaria,9,1607.1000000000004
2017-01,SP,pet_shop,2,315.39
2017-01,SP,relogios_presentes,2,3221.4
2017-01,SP,telefonia,6,871.37
2017-01,SP,telefonia_fixa,10,337.30000000000007
2017-01,SP,utilidades_domesticas,12,1280.55
2017-01,TO,beleza_saude,1,349.9
2017-01,TO,brinquedos,1,279.99
2017-02,AC,beleza_saude,1,369.8
2017-02,AC,informatica_acessorios,2,80.6
2017-02,AL,automotivo,1,99.75
2017-02,AL,beleza_saude,3,924.79
2017-02,AL,cool_stuff,1,119.99
2017-02,AL,market_place,1,29.9
2017-02,AL,moveis_decoracao,3,364.71
2017-02,AL,papelaria,1,89.9
2017-02,AL,telefonia,2,986.99
2017-02,AM,cama_mesa_banho,2,214.8
2017-02,AM,consoles_games,1,343.4
2017-02,AM,ferramentas_jardim,1,35
2017-02,AM,pet_shop,1,109.9
2017-02,AM,telefonia,2,49.89
2017-02,AM,utilidades_domesticas,1,149.9
2017-02,AP,beleza_saude,1,349.9
2017-02,AP,telefonia_fixa,1,199.95000000000002
2017-02,BA,,1,212
2017-02,BA,alimentos,2,168.89000000000001
2017-02,BA,automotivo,4,472.86
2017-02,BA,bebes,1,175.9
2017-02,BA,beleza_saude,5,557.6800000000001
2017-02,BA,brinquedos,1,120
2017-02,BA,cama_mesa_banho,4,404.6
2017-02,BA,climatizacao,2,375.8
2017-02,BA,cool_stuff,3,164.89
2017-02,BA,eletronicos,1,75
2017-02,BA,esporte_lazer,5,426.58000000000004
2017-02,BA,fashion_bolsas_e_acessorios,1,34.95
2017-02,BA,fashion_roupa_masculina,1,96.9
2017-02,BA,ferramentas_jardim,4,544.89
2017-02,BA,informatica_acessorios,2,186.45000000000002
2017-02,BA,livros_interesse_geral,1,119.5
2017-02,BA,malas_acessorios,1,54.9
2017-02,BA,moveis_decoracao,5,315.9
2017-02,BA,moveis_escritorio,2,296.95
2017-02,BA,moveis_sala,1,207.98
2017-02,BA,papelaria,3,564.6999999999999
2017-02,BA,perfumaria,2,489.79999999999995
2017-02,BA,relogios_presentes,1,337.69
2017-02,BA,tablets_impressao_imagem,2,198
2017-02,BA,telefonia,3,464.97
2017-02,BA,utilidades_domesticas,1,19.9
2017-02,CE,alimentos,1,149.9
2017-02,CE,automotivo,1,49.74
2017-02,CE,beleza_saude,1,23.9
2017-02,CE,consoles_games,1,689.89
2017-02,CE,cool_stuff,1,79.99
2017-02,CE,esporte_lazer,1,309
2017-02,CE,livros_interesse_geral,1,115
2017-02,CE,malas_acessorios,1,55.9
2017-02,CE,market_place,1,62.9
2017-02,CE,moveis_decoracao,2,343.89
2017-02,CE,moveis_escritorio,1,176.96
2017-02,CE,telefonia,1,37.99
2017-02,DF,automotivo,2,339.8
2017-02,DF,beleza_saude,3,334.89
2017-02,DF,brinquedos,2,163.8
2017-02,DF,cama_mesa_banho,2,151.9
2017-02,DF,consoles_games,1,99.9
2017-02,DF,cool_stuff,3,259.95
2017-02,DF,eletroportateis,2,795.89
2017-02,DF,esporte_lazer,3,242.79
2017-02,DF,fashion_bolsas_e_acessorios,1,159.9
2017-02,DF,informatica_acessorios,1,3699.99
2017-02,DF,malas_acessorios,1,109.9
2017-02,DF,pcs,1,3549
2017-02,DF,relogios_presentes,1,279.1
2017-02,ES,,2,146.7
2017-02,ES,automotivo,1,229.9
2017-02,ES,bebes,1,179.99
2017-02,ES,beleza_saude,1,31
2017-02,ES,brinquedos,2,133.98
2017-02,ES,cama_mesa_banho,1,99.9
2017-02,ES,climatizacao,2,375.8
2017-02,ES,esporte_lazer,5,719.3
2017-02,ES,fashion_roupa_feminina,1,115
2017-02,ES,informatica_acessorios,3,422.96999999999997
2017-02,ES,moveis_decoracao,3,419.5
2017-02,ES,moveis_escritorio,2,289.96999999999997
2017-02,ES,papelaria,1,94.9
2017-02,ES,perfumaria,1,64.99
2017-02,ES,relogios_presentes,2,323.9
2017-02,ES,telefonia,1,32.99
2017-02,ES,telefonia_fixa,1,15
2017-02,ES,utilidades_domesticas,2,229.8
2017-02,GO,agro_industria_e_comercio,1,21.99
2017-02,GO,automotivo,1,143.8
2017-02,GO,beleza_saude,3,134.29000000000002
2017-02,GO,brinquedos,1,42.99
2017-02,GO,cool_stuff,3,963.99
2017-02,GO,esporte_lazer,2,62.89
2017-02,GO,fashion_bolsas_e_acessorios,2,174.89000000000001
2017-02,GO,fashion_calcados,1,69.8
2017-02,GO,informatica_acessorios,1,279.9
2017-02,GO,market_place,1,10
2017-02,GO,moveis_decoracao,2,84.78999999999999
2017-02,GO,telefonia,6,240.82
2017-02,GO,utilidades_domesticas,1,34.9
2017-02,MA,beleza_saude,1,23.9
2017-02,MA,cama_mesa_banho,1,109.9
2017-02,MA,cool_stuff,1,79.99
2017-02,MA,eletronicos,1,79
2017-02,MA,fashion_bolsas_e_acessorios,1,59.9
2017-02,MA,ferramentas_jardim,1,39.9
2017-02,MA,market_place,1,25.9
2017-02,MA,moveis_decoracao,2,163.9
2017-02,MA,telefonia,1,142.99
2017-02,MA,utilidades_domesticas,1,169.9
2017-02,MG,,8,1079.63
2017-02,MG,agro_industria_e_comercio,1,21.99
2017-02,MG,alimentos,1,149.9
2017-02,MG,audio,2,69.9
2017-02,MG,automotivo,13,2543.4700000000003
2017-02,MG,bebes,4,307.9
2017-02,MG,beleza_saude,17,1551.5900000000006
2017-02,MG,brinquedos,10,774.29
2017-02,MG,cama_mesa_banho,27,3467.240000000001
2017-02,MG,cine_foto,1,59
2017-02,MG,climatizacao,2,375.8
2017-02,MG,consoles_games,5,1431.1000000000001
2017-02,MG,construcao_ferramentas_construcao,1,149.9
2017-02,MG,cool_stuff,5,751.76
2017-02,MG,eletrodomesticos,1,115
2017-02,MG,eletrodomesticos_2,1,15.99
2017-02,MG,eletronicos,1,39.9
2017-02,MG,eletroportateis,1,52
2017-02,MG,esporte_lazer,19,2621.05
2017-02,MG,fashion_bolsas_e_acessorios,7,317.09999999999997
2017-02,MG,fashion_roupa_feminina,2,248.9
2017-02,MG,fashion_roupa_masculina,2,110.35
2017-02,MG,fashion_underwear_e_moda_praia,1,52
2017-02,MG,ferramentas_jardim,6,1329.8799999999999
2017-02,MG,informatica_acessorios,15,787.4999999999999
2017-02,MG,instrumentos_musicais,2,223.9
2017-02,MG,livros_importados,1,99
2017-02,MG,malas_acessorios,3,209.79000000000002
2017-02,MG,market_place,2,151.98000000000002
2017-02,MG,moveis_decoracao,30,2677.96
2017-02,MG,moveis_escritorio,9,2256.65
2017-02,MG,moveis_quarto,1,450
2017-02,MG,moveis_sala,2,501.99
2017-02,MG,papelaria,3,160.8
2017-02,MG,perfumaria,8,1525.1000000000004
2017-02,MG,pet_shop,6,566.38
2017-02,MG,relogios_presentes,3,697.18
2017-02,MG,tablets_impressao_imagem,1,99
2017-02,MG,telefonia,15,675.57
2017-02,MG,telefonia_fixa,4,52.870000000000005
2017-02,MG,utilidades_domesticas,9,785.0699999999999
2017-02,MS,agro_industria_e_comercio,2,114.89
2017-02,MS,cama_mesa_banho,1,80.99
2017-02,MS,eletronicos,2,106.95
2017-02,MS,esporte_lazer,2,354.98
2017-02,MS,informatica_acessorios,1,49.99
2017-02,MS,pet_shop,1,44
2017-02,MS,telefonia_fixa,1,32.99
2017-02,MS,utilidades_domesticas,1,6735
2017-02,MT,automotivo,1,89.9
2017-02,MT,beleza_saude,1,72
2017-02,MT,brinquedos,1,42.99
2017-02,MT,cool_stuff,2,359.98
2017-02,MT,esporte_lazer,1,35
2017-02,MT,ferramentas_jardim,4,1597.7000000000003
2017-02,MT,market_place,1,339.74
2017-02,MT,moveis_decoracao,2,119.6
2017-02,MT,pet_shop,1,195
2017-02,MT,telefonia,3,136.49
2017-02,PA,,1,3980
2017-02,PA,automotivo,1,298.9
2017-02,PA,beleza_saude,4,1009.97
2017-02,PA,brinquedos,1,51.4
2017-02,PA,cool_stuff,1,75.99
2017-02,PA,eletrodomesticos,2,147.9
2017-02,PA,eletroportateis,1,139.8
2017-02,PA,esporte_lazer,2,204
2017-02,PA,ferramentas_jardim,1,990
2017-02,PA,informatica_acessorios,2,95.80000000000001
2017-02,PA,instrumentos_musicais,3,343.76
2017-02,PA,moveis_decoracao,1,99
2017-02,PA,moveis_escritorio,1,89.99
2017-02,PA,perfumaria,1,379.9
2017-02,PA,relogios_presentes,2,1731.1000000000001
2017-02,PA,telefonia,1,263.98
2017-02,PB,automotivo,1,59.9
2017-02,PB,beleza_saude,2,619.8
2017-02,PB,brinquedos,1,104.99
2017-02,PB,cama_mesa_banho,1,109.9
2017-02,PB,cool_stuff,1,279.64
2017-02,PB,esporte_lazer,1,105
2017-02,PB,fashion_bolsas_e_acessorios,1,49.9
2017-02,PB,ferramentas_jardim,1,449.9
2017-02,PB,moveis_decoracao,1,39.9
2017-02,PB,moveis_sala,1,329.9
2017-02,PB,perfumaria,1,20.9
2017-02,PE,alimentos,1,15.32
2017-02,PE,automotivo,1,143.8
2017-02,PE,beleza_saude,2,329.9
2017-02,PE,cool_stuff,2,678.39
2017-02,PE,dvds_blu_ray,1,14.9
2017-02,PE,esporte_lazer,2,148.99
2017-02,PE,informatica_acessorios,2,628
2017-02,PE,malas_acessorios,1,54.9
2017-02,PE,market_place,1,154.16
2017-02,PE,moveis_decoracao,1,119.99
2017-02,PE,perfumaria,1,129.9
2017-02,PE,pet_shop,1,84.9
2017-02,PE,telefonia,3,248.86
2017-02,PE,telefonia_fixa,1,29.9
2017-02,PI,bebes,1,100
2017-02,PI,beleza_saude,1,760
2017-02,PI,brinquedos,1,64.9
2017-02,PI,fashion_bolsas_e_acessorios,1,69
2017-02,PI,ferramentas_jardim,1,1099
2017-02,PI,informatica_acessorios,1,20.9
2017-02,PI,moveis_decoracao,1,27.1
2017-02,PI,pet_shop,1,679.99
2017-02,PI,relogios_presentes,1,24.9
2017-02,PI,tablets_impressao_imagem,2,198
2017-02,PR,,1,163
2017-02,PR,alimentos,1,15.32
2017-02,PR,automotivo,6,1453.28
2017-02,PR,bebes,5,329.05999999999995
2017-02,PR,beleza_saude,10,1347.7900000000002
2017-02,PR,brinquedos,4,910.87
2017-02,PR,cama_mesa_banho,16,2518.9500000000003
2017-02,PR,construcao_ferramentas_construcao,1,149.9
2017-02,PR,cool_stuff,7,2908.87
2017-02,PR,eletronicos,1,55
2017-02,PR,eletroportateis,2,708.85
2017-02,PR,esporte_lazer,7,433.09000000000003
2017-02,PR,fashion_bolsas_e_acessorios,1,199.99
